PassengerId,Survived_pred,Survived_prob
892,0,0.10420541457531199
893,1,0.6243020818659545
894,0,0.2175760269159443
895,0,0.10433304506917881
896,1,0.5822288255711161
897,0,0.1044192771620444
898,1,0.6245440655064833
899,0,0.19266776894717436
900,1,0.6243902369466222
901,0,0.10673039819329523
902,0,0.10421561013752617
903,0,0.40500676969414484
904,1,0.9143686016651201
905,0,0.22216442070735942
906,1,0.9116212708137913
907,1,0.8038101546585766
908,0,0.21832024025156016
909,0,0.10411295996347827
910,1,0.6246578055633445
911,1,0.6243886216135089
912,0,0.41827144623858203
913,0,0.08757769015225876
914,1,0.9076463539624835
915,0,0.37490806802646476
916,1,0.8918493406817672
917,0,0.10523101037798639
918,1,0.8956988490795463
919,0,0.10411295996347827
920,0,0.40678631421543326
921,0,0.10634471061520673
922,0,0.22216442070735942
923,0,0.22372696086880625
924,1,0.5401459328386973
925,1,0.54131679413445
926,0,0.4176132040640177
927,0,0.1041136023966834
928,1,0.6247058660242474
929,1,0.6249413267498333
930,0,0.10446145798485085
931,0,0.11189408091879288
932,0,0.08892966512340955
933,0,0.4052241367064647
934,0,0.1042085986802665
935,1,0.7999752322612749
936,1,0.9104756085942726
937,0,0.10422008054185912
938,0,0.4064697704450551
939,0,0.10419329127027971
940,1,0.9135982746698019
941,1,0.5382410697096938
942,0,0.4185108793438545
943,0,0.21907212191415687
944,1,0.7717023007106517
945,1,0.908494286130308
946,0,0.21922531522439376
947,0,0.09103900375207033
948,0,0.10421561013752617
949,0,0.1041779858473307
950,0,0.10547832166492364
951,1,0.9348408023057493
952,0,0.10421561013752617
953,0,0.21864225132223247
954,0,0.10419329127027971
955,1,0.6245809037171781
956,0,0.4094611117910533
957,1,0.8020662502272625
958,1,0.6246401955955592
959,0,0.41150391114314594
960,0,0.4060099312852619
961,1,0.87282895766146
962,1,0.6245905167917133
963,0,0.10421561013752617
964,1,0.6246578055633445
965,0,0.405686975460044
966,1,0.9295706324262717
967,0,0.47990000535102095
968,0,0.10423921946207793
969,1,0.9068205669513475
970,0,0.21850220449602464
971,1,0.6245905167917133
972,0,0.08917299249890452
973,0,0.4841087566647094
974,0,0.40500676969414484
975,0,0.10421561013752617
976,0,0.21786114094248368
977,0,0.10522393863085337
978,1,0.6246401955955592
979,1,0.6247058660242474
980,1,0.6245905167917133
981,0,0.19114189991743685
982,1,0.6269523332898002
983,0,0.10419711793648449
984,1,0.8753775611979457
985,0,0.10423921946207793
986,0,0.40500676969414484
987,0,0.10420030181741555
988,1,0.9139288687275883
989,0,0.10422008054185912
990,1,0.6246305830286194
991,0,0.10423921946207793
992,1,0.9108608269875078
993,0,0.22216442070735942
994,0,0.10419329127027971
995,0,0.10419711793648449
996,1,0.5807239359973652
997,0,0.10647660010493826
998,0,0.10420412871114355
999,0,0.10419329127027971
1000,0,0.10434070759561732
1001,0,0.21850220449602464
1002,0,0.21907562886770293
1003,1,0.6246017447384309
1004,1,0.9076457903569899
1005,1,0.6244110437280749
1006,1,0.9306662809178826
1007,0,0.10522393863085337
1008,0,0.10399256563543309
1009,1,0.58398786721483
1010,0,0.42460574361114894
1011,1,0.8033647527470041
1012,1,0.8006958826253694
1013,0,0.10419329127027971
1014,1,0.9111676987271939
1015,0,0.10411678402229031
1016,0,0.10419329127027971
1017,1,0.5837488020018248
1018,0,0.10420030181741555
1019,1,0.630531458246701
1020,0,0.21850220449602464
1021,0,0.10423921946207793
1022,0,0.10423921946207793
1023,0,0.4059951005031134
1024,0,0.4501094588204138
1025,0,0.10399256563543309
1026,0,0.10421561013752617
1027,0,0.104209241634969
1028,0,0.10411295996347827
1029,0,0.21850220449602464
1030,1,0.6247058660242474
1031,0,0.0393612671396324
1032,1,0.5508487872999155
1033,1,0.9228560414443382
1034,0,0.36568257444404084
1035,0,0.22216442070735942
1036,0,0.4052241367064647
1037,0,0.10577266958879376
1038,0,0.4152668830512109
1039,0,0.10423921946207793
1040,0,0.4052241367064647
1041,0,0.19190367801758143
1042,1,0.8988992693045256
1043,0,0.10421561013752617
1044,0,0.10522393863085337
1045,1,0.5367258730848545
1046,0,0.07713725605014429
1047,0,0.10416268241123836
1048,1,0.9306662809178826
1049,1,0.6246305830286194
1050,0,0.4052241367064647
1051,1,0.5373748501867438
1052,1,0.6245840952688132
1053,0,0.08917299249890452
1054,1,0.8001064048063478
1055,0,0.10407854901969979
1056,0,0.21850220449602464
1057,1,0.5861078275117382
1058,0,0.41472276267346503
1059,0,0.07748674098686271
1060,1,0.9071002065750857
1061,1,0.6250566328987056
1062,0,0.10416268241123836
1063,0,0.10411295996347827
1064,0,0.1051384006354705
1065,0,0.1041136023966834
1066,0,0.04584040912998371
1067,1,0.7426134542304406
1068,1,0.806134718816036
1069,0,0.4166928360620071
1070,1,0.7057863495929341
1071,1,0.8808457189314745
1072,0,0.21850220449602464
1073,0,0.38331478376654704
1074,1,0.9105485380751037
1075,0,0.10419329127027971
1076,1,0.9208966791029719
1077,0,0.2193434548943502
1078,1,0.7711239549182985
1079,0,0.10423921946207793
1080,1,0.5600203495065306
1081,0,0.21850220449602464
1082,0,0.22216442070735942
1083,0,0.40500676969414484
1084,0,0.08907370539048266
1085,0,0.21832024025156016
1086,0,0.1663640188757441
1087,0,0.104209241634969
1088,0,0.3598772903333417
1089,1,0.6246001297680431
1090,0,0.21780293993444708
1091,1,0.6247298953333368
1092,1,0.6275658033903685
1093,0,0.07517734508544849
1094,0,0.48646235787140013
1095,1,0.7725678883248461
1096,0,0.21780293993444708
1097,0,0.404904699089045
1098,1,0.6245905167917133
1099,0,0.21780293993444708
1100,1,0.9071002065750857
1101,0,0.10421561013752617
1102,0,0.10647660010493826
1103,0,0.10408619502728764
1104,0,0.23591602232470008
1105,1,0.8033647527470041
1106,1,0.5349278527251206
1107,0,0.4115436251135216
1108,1,0.6246401955955592
1109,0,0.4154432324449882
1110,1,0.9164852105350751
1111,0,0.10423921946207793
1112,1,0.8002003633559436
1113,0,0.10423921946207793
1114,1,0.7993184013093185
1115,0,0.10420030181741555
1116,1,0.9070621962224796
1117,1,0.5379744207401751
1118,0,0.10420030181741555
1119,1,0.6245905167917133
1120,0,0.10532369209341887
1121,0,0.21850220449602464
1122,0,0.23341259982789989
1123,1,0.9069382824183555
1124,0,0.10400147441803538
1125,0,0.10421306881882766
1126,0,0.42302057121922637
1127,0,0.104209241634969
1128,0,0.42460906905318696
1129,0,0.10411295996347827
1130,1,0.768800280673203
1131,1,0.9174200969849674
1132,1,0.9071002065750857
1133,1,0.7397823190208089
1134,0,0.4034028249473556
1135,0,0.10421433947133171
1136,0,0.07621571547443165
1137,0,0.4152668830512109
1138,1,0.8020662502272625
1139,0,0.19356213320266089
1140,1,0.8033647527470041
1141,1,0.6271648703624053
1142,1,0.7390713893452815
1143,0,0.10422008054185912
1144,0,0.44942886954834277
1145,0,0.10443461390187203
1146,0,0.10446145798485085
1147,0,0.10416268241123836
1148,0,0.10419329127027971
1149,0,0.10423921946207793
1150,1,0.7999752322612749
1151,0,0.10419711793648449
1152,0,0.10567963945439011
1153,0,0.104209241634969
1154,1,0.737566417126205
1155,1,0.5821872607943885
1156,0,0.21842870578630105
1157,0,0.10421561013752617
1158,0,0.3947751090542733
1159,0,0.10416268241123836
1160,1,0.6247058660242474
1161,0,0.10433304506917881
1162,0,0.42460574361114894
1163,0,0.10419329127027971
1164,1,0.9211137965358139
1165,1,0.6275658033903685
1166,0,0.10411295996347827
1167,1,0.8033647527470041
1168,0,0.21780293993444708
1169,0,0.22216442070735942
1170,0,0.2207507082142407
1171,0,0.21780293993444708
1172,1,0.6249413267498333
1173,0,0.08897728296726616
1174,1,0.6245905167917133
1175,1,0.5834083848725063
1176,1,0.5853865987200451
1177,0,0.10411678402229031
1178,0,0.10411678402229031
1179,0,0.42742276240293947
1180,0,0.1041136023966834
1181,0,0.10423921946207793
1182,0,0.4103923897289869
1183,1,0.624282849732687
1184,0,0.1041136023966834
1185,0,0.3828109657069018
1186,0,0.10446145798485085
1187,0,0.10421561013752617
1188,1,0.7434210742096001
1189,0,0.10634471061520673
1190,0,0.4127355778211686
1191,0,0.104209241634969
1192,0,0.10419711793648449
1193,0,0.21907562886770293
1194,0,0.19063533211190806
1195,0,0.10433304506917881
1196,1,0.6245905167917133
1197,1,0.8901448213023586
1198,0,0.3663433241906455
1199,0,0.08839081301017744
1200,0,0.38733158510643056
1201,1,0.6270322226128282
1202,0,0.10433304506917881
1203,0,0.10411295996347827
1204,0,0.10416650808400353
1205,1,0.6245905167917133
1206,1,0.9209771419518402
1207,1,0.6245840952688132
1208,0,0.45338495726493083
1209,0,0.21780293993444708
1210,0,0.104209241634969
1211,0,0.22372696086880625
1212,0,0.10419711793648449
1213,0,0.1041136023966834
1214,0,0.21850220449602464
1215,0,0.4052241367064647
1216,1,0.9295531839011929
1217,0,0.10408619502728764
1218,1,0.776291964789598
1219,0,0.42619242826775205
1220,0,0.22216442070735942
1221,0,0.21850220449602464
1222,1,0.7419075608831424
1223,0,0.4064697704450551
1224,0,0.10411295996347827
1225,1,0.583606021427785
1226,0,0.10421561013752617
1227,0,0.40500676969414484
1228,0,0.21850220449602464
1229,0,0.07436383426037359
1230,0,0.22372696086880625
1231,0,0.1041136023966834
1232,0,0.21780293993444708
1233,0,0.10416715080921057
1234,0,0.023859058170738957
1235,1,0.947292710732431
1236,0,0.08907370539048266
1237,1,0.6245520639044075
1238,0,0.21850220449602464
1239,1,0.6243902369466222
1240,0,0.21864225132223247
1241,1,0.8020662502272625
1242,1,0.8959099439434344
1243,0,0.21780293993444708
1244,0,0.23591602232470008
1245,0,0.1738876249446813
1246,1,0.5401459328386973
1247,0,0.40500676969414484
1248,1,0.9103318109128645
1249,0,0.10421306881882766
1250,0,0.10419329127027971
1251,1,0.6275849677247642
1252,0,0.08171192843736644
1253,1,0.7757230651412618
1254,1,0.8020662502272625
1255,0,0.10433304506917881
1256,1,0.9108608269875078
1257,0,0.25905476170595276
1258,0,0.10522457167409614
1259,1,0.6367887703390094
1260,1,0.8953030430373728
1261,0,0.21874264863082873
1262,0,0.21808245183625893
1263,1,0.9208417771581003
1264,0,0.3947751090542733
1265,0,0.21850220449602464
1266,1,0.898705360534967
1267,1,0.9348408023057493
1268,1,0.6249413267498333
1269,0,0.21808245183625893
1270,0,0.41452542257001135
1271,0,0.07713725605014429
1272,0,0.10419329127027971
1273,0,0.10421306881882766
1274,1,0.6271824325793457
1275,1,0.6277957489279221
1276,0,0.21846720288859464
1277,1,0.7506785008725806
1278,0,0.10419711793648449
1279,0,0.21850220449602464
1280,0,0.10419329127027971
1281,0,0.08995246943734583
1282,0,0.43193702977036824
1283,1,0.892188590817473
1284,0,0.0758470616114351
1285,0,0.21780293993444708
1286,0,0.09008008324431466
1287,1,0.9114659019501603
1288,0,0.10411678402229031
1289,1,0.8983078194118695
1290,0,0.10419711793648449
1291,0,0.1041907351264427
1292,1,0.9243964744231475
1293,0,0.2207507082142407
1294,1,0.8953030430373728
1295,0,0.41337170542285406
1296,0,0.405686975460044
1297,0,0.21874382568695647
1298,0,0.21780293993444708
1299,0,0.43412674276478214
1300,1,0.6245792887110218
1301,1,0.5828220530860013
1302,1,0.6245905167917133
1303,1,0.9153563734856454
1304,1,0.6246001297680431
1305,0,0.10423921946207793
1306,1,0.9177270709323663
1307,0,0.10411678402229031
1308,0,0.10423921946207793
1309,0,0.09012489418150273
