PassengerId,Survived_pred,Survived_prob
892,0,0.06642252685459349
893,0,0.4145155766514144
894,0,0.2648024421597191
895,0,0.36561797850742855
896,0,0.32426177695356107
897,0,0.08475440487353701
898,0,0.3992350324469358
899,0,0.043612643425312146
900,1,0.9325014409817436
901,0,0.06936273297490439
902,0,0.08990749286364605
903,0,0.13712722171495553
904,1,0.9509142329275703
905,0,0.09407942282473895
906,1,0.9454658507563175
907,1,0.9372266623127228
908,0,0.09799582032512959
909,0,0.32316012011352885
910,0,0.4176543844091782
911,1,0.6969982593087035
912,0,0.3111430660564886
913,0,0.33702785896846643
914,1,0.9452123860429757
915,0,0.3578036174525797
916,1,0.9776305822036923
917,0,0.06138867691096332
918,1,0.9765214883805304
919,0,0.32316012011352885
920,1,0.6054134766056016
921,0,0.15399445876458326
922,0,0.08470717197862489
923,0,0.1061473679034374
924,1,0.6763043545384454
925,0,0.12142428878331597
926,0,0.46086811032300223
927,0,0.2987105045253604
928,0,0.23782121059935252
929,0,0.1637570290136052
930,0,0.0831245924768349
931,0,0.4669494473547258
932,0,0.10411292695113632
933,0,0.3610975996251472
934,0,0.07595546600052577
935,1,0.9344468850552202
936,1,0.962754547867664
937,0,0.14103299107758793
938,0,0.13846922846221976
939,0,0.14029596771574013
940,1,0.9832495420117366
941,1,0.7981530603809736
942,0,0.1492967034692232
943,0,0.20339054485687807
944,1,0.9252100841710016
945,1,0.9349973845172761
946,0,0.1330675473579274
947,0,0.03437203064373878
948,0,0.07595546600052577
949,0,0.09622849326635248
950,0,0.08083500714236996
951,1,0.9770139449824838
952,0,0.07685021144795892
953,0,0.2856171202444005
954,0,0.09388003644425323
955,1,0.8173769409405721
956,0,0.15349865417423586
957,1,0.9299752969915687
958,1,0.6176867449215072
959,0,0.05911976711330148
960,0,0.26378508667933287
961,1,0.8829441252049292
962,1,0.592149317478943
963,0,0.07401929734907918
964,1,0.6818182557395639
965,0,0.28816421041904394
966,1,0.9770139449824838
967,0,0.18716725681993798
968,0,0.09604465875738252
969,1,0.9688058079152368
970,0,0.11373453840873975
971,1,0.592149317478943
972,1,0.9598856481838832
973,0,0.05040324549362683
974,0,0.3028613293758019
975,0,0.08990749286364605
976,0,0.13112177641038836
977,0,0.04380713042853034
978,1,0.8381325349471755
979,0,0.2591692414107834
980,1,0.7081053901505621
981,1,0.9661122784242102
982,0,0.39410075954857043
983,0,0.11381787827399881
984,1,0.8854078688378066
985,0,0.09604465875738252
986,0,0.3908886960043711
987,0,0.09958618032666644
988,1,0.9741429294665426
989,0,0.26770961854061515
990,0,0.38246778375745893
991,0,0.08936139848747665
992,1,0.9794150223046876
993,0,0.089464842496468
994,0,0.14029596771574013
995,0,0.16589655792901398
996,0,0.3610660255606279
997,0,0.08198109491306947
998,0,0.0963335189396754
999,0,0.14029596771574013
1000,0,0.09604465875738252
1001,0,0.09421930517642649
1002,0,0.0504225071056182
1003,1,0.7081053901505621
1004,1,0.954945071338072
1005,1,0.8008864454042294
1006,1,0.9913089144910058
1007,0,0.07573067486823148
1008,0,0.03412316460904025
1009,1,0.9249147922992547
1010,0,0.4847277435046547
1011,1,0.9475124640089058
1012,1,0.9692271504165987
1013,0,0.14029596771574013
1014,1,0.9730481256013824
1015,0,0.06727190589951627
1016,0,0.14029596771574013
1017,1,0.6486743221767058
1018,0,0.09414138707802758
1019,1,0.7949711850266992
1020,0,0.1431994484322851
1021,0,0.0831245924768349
1022,0,0.23737504223666694
1023,0,0.03770639318179925
1024,0,0.02694787705879511
1025,0,0.03412316460904025
1026,0,0.07595546600052577
1027,0,0.07840102710164137
1028,0,0.3734063724903494
1029,0,0.14535348022366792
1030,0,0.214179453309923
1031,0,0.013887635205834628
1032,0,0.03009277014199535
1033,1,0.9355191804348625
1034,0,0.44701436556888996
1035,0,0.10179875283218785
1036,0,0.4415393170034723
1037,0,0.1337756776113624
1038,0,0.09411544489434268
1039,0,0.0957407270397221
1040,0,0.3610975996251472
1041,0,0.07161917667964907
1042,1,0.975797128876597
1043,0,0.14227325755127546
1044,0,0.0443390298332591
1045,1,0.6378521114877636
1046,0,0.08182204138230384
1047,0,0.09622849326635248
1048,1,0.970567635901441
1049,0,0.3699756076678641
1050,0,0.4415393170034723
1051,1,0.5956005962143556
1052,1,0.8528691199820829
1053,1,0.7435166440283827
1054,1,0.9032094951724167
1055,0,0.04832615102869856
1056,0,0.1431994484322851
1057,0,0.415431234686558
1058,0,0.17936289806566305
1059,0,0.06668809422745663
1060,1,0.9565007359395178
1061,0,0.28638947206125637
1062,0,0.06727190589951627
1063,1,0.7196989662946752
1064,0,0.15585142872909016
1065,0,0.10130007922156133
1066,0,0.03798568610021096
1067,1,0.9439845716179588
1068,1,0.9524772693772313
1069,0,0.24835896245527317
1070,1,0.9707942806101281
1071,1,0.9773334248085607
1072,0,0.11373453840873975
1073,0,0.3384614114482917
1074,1,0.932544344338602
1075,0,0.14029596771574013
1076,1,0.8775685112599945
1077,0,0.10626895145282693
1078,1,0.9227490923548761
1079,0,0.11383509790404557
1080,0,0.059410304403073114
1081,0,0.1431994484322851
1082,0,0.12398542622872319
1083,0,0.2002028606987818
1084,0,0.2834413802864522
1085,0,0.07056277852429642
1086,1,0.707027793165552
1087,0,0.07595546600052577
1088,1,0.9744066168018982
1089,0,0.43045349982621867
1090,0,0.08048620888023658
1091,0,0.23782121059935252
1092,1,0.8858971623341781
1093,1,0.9493320264386407
1094,0,0.09909953226047369
1095,1,0.9559206439381416
1096,0,0.08805449519610542
1097,0,0.23139970037458626
1098,1,0.6199146955442869
1099,0,0.08805449519610542
1100,1,0.9494512715886867
1101,0,0.07840102710164137
1102,0,0.24760232807329935
1103,0,0.031865119645525325
1104,0,0.06315029914773478
1105,1,0.9449789633604545
1106,1,0.5428011812655732
1107,0,0.13292784075647707
1108,1,0.6760130257791974
1109,0,0.09513614120014287
1110,1,0.9530170603337658
1111,0,0.09604465875738252
1112,1,0.9334291361287271
1113,0,0.0957407270397221
1114,1,0.9215373723357784
1115,0,0.09414138707802758
1116,1,0.6452340054164414
1117,0,0.4792483322673886
1118,0,0.09414138707802758
1119,1,0.7081053901505621
1120,0,0.09331564441728049
1121,0,0.1431994484322851
1122,0,0.0965938619208647
1123,1,0.9629288203587153
1124,0,0.032495046471067206
1125,0,0.11640930853153009
1126,0,0.24889912951852558
1127,0,0.07775178318351794
1128,1,0.5757784836693718
1129,0,0.3349118647867922
1130,1,0.9164918773530106
1131,1,0.9695432032263918
1132,1,0.7044704061853181
1133,1,0.927945894105456
1134,0,0.4686575181955213
1135,0,0.08990749286364605
1136,0,0.06262439550529779
1137,0,0.11636986941352495
1138,1,0.9131357570525805
1139,0,0.08700718818345535
1140,1,0.9475124640089058
1141,0,0.20907191230711542
1142,1,0.8438995303537696
1143,0,0.1906769581191827
1144,0,0.13314376631177977
1145,0,0.0831245924768349
1146,0,0.08936139848747665
1147,0,0.06727190589951627
1148,0,0.14029596771574013
1149,0,0.09604465875738252
1150,1,0.9235271185527032
1151,0,0.09414138707802758
1152,0,0.0989560774081802
1153,0,0.07401929734907918
1154,1,0.9504357138833925
1155,1,0.8849372039040184
1156,0,0.14957652460463203
1157,0,0.08990749286364605
1158,0,0.046632372585964865
1159,0,0.06727190589951627
1160,0,0.23782121059935252
1161,0,0.08449578282291688
1162,0,0.27827330611994383
1163,0,0.14029596771574013
1164,1,0.8500861925187198
1165,1,0.8649101872430474
1166,0,0.10130007922156133
1167,1,0.9339011569195051
1168,0,0.10165586058754893
1169,0,0.11119193437513032
1170,0,0.07908662383297756
1171,0,0.08048620888023658
1172,0,0.1637570290136052
1173,1,0.9862131471843372
1174,1,0.7081053901505621
1175,0,0.37875048618032153
1176,1,0.7906105664721302
1177,0,0.04687306807324088
1178,0,0.06727190589951627
1179,0,0.2420939664613797
